id,author,geometry,pressure [MPa],mass_flux [kg/m2-s],x_e_out [-],D_e [mm],D_h [mm],length [mm],chf_exp [MW/m2]
7248,Thompson,tube,6.86,4055.0,0.0537,10.8,10.8,864.0,5.4
7249,Thompson,tube,10.0,4986.0,-0.0297,10.0,10.0,,5.2
7250,Thompson,tube,11.0,,0.0554,11.5,11.5,1143.0,2.9
7251,Thompson,tube,11.0,,,,11.5,914.0,5.9
7252,Thompson,,,666.0,,7.7,7.7,457.0,5.8
7253,,,6.9,,,,11.3,1778.0,3.8
7254,,tube,13.79,1356.0,-0.0222,7.7,7.7,,3.9
7255,Thompson,tube,3.86,3797.0,0.105,,10.8,432.0,5.4
7256,,,15.51,3998.0,,,15.2,2134.0,6.6
7257,Thompson,tube,6.93,4077.0,,10.8,10.8,1727.0,3.5
7258,Thompson,tube,18.27,1275.0,-0.0886,3.0,3.0,150.0,1.7
7259,Thompson,tube,18.96,2794.0,,1.9,1.9,696.0,2.5
7260,Thompson,,10.34,6008.0,,,10.3,762.0,7.0
7261,Weatherhead,tube,,1980.0,-0.0222,7.7,7.7,457.0,3.1
7262,Thompson,tube,17.24,3662.0,,1.9,1.9,696.0,2.7
7263,Thompson,tube,6.96,4056.0,0.0049,10.8,10.8,864.0,4.2
7264,Thompson,tube,,5371.0,0.0005,10.8,10.8,864.0,3.7
7265,Richenderfer,tube,,2000.0,-0.0093,,120.0,10.0,4.1
7266,Peskov,tube,13.79,1356.0,0.0852,7.7,7.7,457.0,1.8
7267,Thompson,tube,3.45,4286.0,0.0287,5.6,,,9.4
7268,Thompson,,6.86,4096.0,-0.0596,10.8,10.8,432.0,3.6
7269,Thompson,tube,13.79,4964.0,,4.7,4.7,318.0,3.8
7270,Janssen,annulus,,,,8.5,22.3,2743.0,1.6
7271,,tube,18.96,2373.0,,1.9,1.9,696.0,3.4
7272,Thompson,,11.07,4069.0,,11.5,11.5,,2.5
7273,,tube,13.79,2455.0,,,1.9,,3.8
7274,Thompson,tube,13.79,666.0,,7.7,7.7,457.0,13.0
7275,Weatherhead,tube,13.79,1980.0,-0.1491,7.7,7.7,457.0,1.6
7276,,annulus,6.89,,,12.7,42.3,1778.0,2.5
7277,,tube,0.39,5600.0,-0.0466,3.0,3.0,100.0,19.3
7278,Weatherhead,tube,13.79,963.0,0.1023,,7.7,457.0,1.5
7279,Weatherhead,tube,13.79,1994.0,0.0406,7.7,,457.0,1.8
7280,Thompson,tube,6.9,3838.0,,10.8,10.8,864.0,3.9
7281,,annulus,6.89,,0.0476,12.7,38.1,,3.5
7282,Weatherhead,tube,13.79,1316.0,0.0088,7.7,,,2.8
7283,Weatherhead,tube,,1339.0,0.1786,7.7,7.7,457.0,1.6
7284,Thompson,tube,18.96,2034.0,,1.9,1.9,,3.8
7285,Thompson,tube,3.45,4069.0,,,10.8,864.0,4.4
7286,Janssen,annulus,6.89,1519.0,0.0382,12.7,42.3,1778.0,2.4
7287,Thompson,tube,3.45,5696.0,,10.3,10.3,762.0,4.4
7288,Thompson,tube,,2984.0,-0.0536,1.9,1.9,152.0,5.9
7289,Thompson,tube,13.79,705.0,,,4.7,,1.5
7290,Thompson,tube,13.79,,0.0827,4.7,4.7,305.0,1.8
7291,Janssen,annulus,9.51,5615.0,-0.0278,,15.9,914.0,3.2
7292,,,,4042.0,0.0776,3.6,3.6,76.0,3.3
7293,Richenderfer,,,2000.0,-0.0102,15.0,120.0,,4.2
7294,,tube,13.79,6429.0,-0.0466,4.7,4.7,318.0,5.0
7295,Thompson,tube,,4069.0,,4.6,4.6,,2.2
7296,Thompson,tube,13.79,2645.0,,7.7,7.7,457.0,3.3
7297,Beus,,11.03,1355.0,0.1538,5.6,15.2,2134.0,1.5
7298,Thompson,,6.86,4096.0,-0.0975,10.8,10.8,432.0,5.4
7299,Thompson,tube,,3838.0,-0.0133,10.8,10.8,,4.9
7300,,tube,13.79,2835.0,-0.0487,4.7,4.7,305.0,6.7
7301,Weatherhead,tube,,,0.0886,7.7,,457.0,1.6
7302,,annulus,,2319.0,0.0029,6.4,15.9,914.0,2.8
7303,Thompson,tube,10.34,6035.0,-0.1221,10.3,10.3,762.0,6.4
7304,Janssen,annulus,6.89,3038.0,0.033,4.6,11.3,1778.0,2.5
7305,Thompson,tube,10.34,7880.0,,10.3,10.3,762.0,7.7
7306,Thompson,,10.34,4882.0,,10.3,10.3,762.0,3.6
7307,Thompson,tube,6.85,6781.0,,,10.8,,2.6
7308,Thompson,tube,6.89,4842.0,-0.0338,,,762.0,4.9
7309,,tube,6.96,4096.0,,10.8,10.8,864.0,4.6
7310,Thompson,tube,6.89,6200.0,-0.0457,10.3,10.3,762.0,3.8
7311,Beus,annulus,15.51,3674.0,-0.0417,,15.2,,3.1
7312,,annulus,8.27,1249.0,0.1869,5.0,13.3,2134.0,2.1
7313,Thompson,,10.34,7554.0,,10.3,10.3,762.0,5.0
7314,,tube,,1682.0,0.0091,7.7,7.7,457.0,3.2
7315,Weatherhead,tube,13.79,1356.0,-0.0309,7.7,7.7,457.0,3.3
7316,Thompson,tube,6.89,,-0.0615,23.6,23.6,1972.0,4.8
7317,Janssen,annulus,6.85,770.0,,22.2,96.3,1778.0,3.1
7318,Janssen,,6.89,5533.0,0.0073,12.7,38.1,,3.8
7319,Janssen,annulus,6.89,3038.0,-0.1521,,24.6,1778.0,2.2
7320,Thompson,tube,18.27,833.0,-0.065,3.0,3.0,35.0,2.9
7321,Thompson,,,3445.0,0.1034,4.6,4.6,295.0,2.3
7322,Thompson,tube,13.79,3974.0,,,4.7,318.0,3.9
7323,Janssen,annulus,6.92,2292.0,,12.7,38.1,914.0,4.9
7324,Thompson,tube,13.79,,0.0894,7.8,7.8,591.0,2.6
7325,Thompson,tube,6.89,3879.0,0.0702,23.6,23.6,,1.7
7326,Thompson,tube,12.07,3201.0,-0.0531,1.9,1.9,152.0,6.4
7327,Thompson,tube,13.79,678.0,0.0808,7.7,7.7,,2.3
7328,Weatherhead,tube,13.79,1356.0,0.0876,7.7,7.7,457.0,2.3
7329,Thompson,tube,13.79,677.0,0.0778,7.8,7.8,591.0,2.5
7330,,tube,13.79,,-0.1208,4.7,4.7,,8.0
7331,,tube,,,,4.6,4.6,295.0,2.5
7332,,tube,13.79,2700.0,0.0409,9.5,9.5,1836.0,2.3
7333,Janssen,annulus,6.89,3038.0,0.1517,8.5,22.3,1829.0,2.1
7334,Thompson,tube,6.89,5398.0,,12.8,,1930.0,6.6
7335,,tube,13.79,3608.0,0.0372,4.7,4.7,318.0,2.4
7336,Thompson,tube,15.51,3743.0,-0.0123,,,152.0,5.7
7337,Thompson,tube,6.72,,0.0027,10.8,10.8,864.0,3.4
7338,Beus,annulus,,2723.0,0.0404,5.6,,2134.0,2.0
7339,Thompson,tube,6.86,1899.0,-0.044,,,432.0,3.2
7340,Thompson,,6.89,,,23.6,,610.0,6.4
7341,Williams,tube,13.79,1335.0,0.1464,9.5,9.5,1836.0,1.9
7342,Thompson,tube,13.79,705.0,0.0854,,,457.0,2.3
7343,Thompson,tube,,1600.0,-0.1342,3.6,3.6,76.0,3.8
7344,Thompson,tube,6.89,,-0.0195,12.8,12.8,1930.0,9.5
7345,Thompson,tube,13.79,2875.0,-0.1076,4.7,4.7,318.0,5.2
7346,Thompson,tube,4.1,,,10.3,,762.0,3.2
7347,Janssen,annulus,9.65,5561.0,-0.0408,12.7,38.1,914.0,4.4
7348,,annulus,11.03,2721.0,-0.015,5.6,15.2,,2.1
7349,Thompson,tube,18.27,,,3.0,3.0,1836.0,1.6
7350,Janssen,annulus,6.92,1519.0,,12.7,42.3,,2.0
7351,Thompson,tube,6.89,3987.0,-0.0313,10.3,10.3,794.0,3.2
7352,Weatherhead,tube,13.79,1356.0,0.0335,11.1,11.1,457.0,2.6
7353,Weatherhead,tube,13.79,2007.0,0.1428,7.7,7.7,457.0,1.4
7354,Thompson,,6.89,5859.0,-0.0269,10.3,10.3,762.0,8.9
7355,Richenderfer,plate,0.1,1500.0,0.0133,15.0,,10.0,4.2
7356,Beus,annulus,11.03,1345.0,0.0124,5.6,15.2,2134.0,5.3
7357,Thompson,,6.89,7893.0,-0.0274,10.3,10.3,794.0,3.0
7358,Thompson,tube,0.1,3716.0,,1.0,1.0,51.0,13.0
7359,Williams,,13.79,2658.0,,,,1836.0,2.0
7360,Thompson,tube,6.86,4123.0,,10.8,10.8,432.0,4.2
7361,Janssen,annulus,5.51,,0.0184,12.7,42.3,1778.0,4.0
7362,Thompson,tube,13.79,678.0,0.0374,7.8,,591.0,2.8
7363,Thompson,tube,13.79,5249.0,-0.0158,5.7,5.7,625.0,4.1
7364,Weatherhead,tube,13.79,688.0,0.1698,11.1,,457.0,1.7
7365,Thompson,tube,6.89,1063.0,0.0854,4.7,4.7,318.0,3.8
7366,,,6.89,1343.0,-0.0303,37.5,37.5,1953.0,3.3
7367,Thompson,tube,18.27,861.0,,3.0,3.0,35.0,3.2
7368,Peskov,tube,16.0,3056.0,,10.0,10.0,890.0,3.2
7369,Beus,annulus,15.51,3684.0,,,15.2,2134.0,3.1
7370,Thompson,tube,3.45,3648.0,0.0051,,10.3,762.0,3.0
7371,Thompson,,13.79,,,7.8,7.8,591.0,3.6
7372,,tube,18.96,,-0.3476,1.9,1.9,152.0,3.7
7373,Thompson,,3.45,,0.1402,10.3,10.3,762.0,4.4
7374,Thompson,tube,11.03,3391.0,,11.5,11.5,914.0,2.3
7375,Thompson,tube,6.89,,0.0027,10.8,,,4.0
7376,Weatherhead,tube,13.79,1953.0,0.0334,,11.1,457.0,2.4
7377,Thompson,tube,13.79,1736.0,,7.8,7.8,591.0,2.1
7378,Thompson,tube,6.83,,0.033,10.8,10.8,432.0,3.4
7379,Janssen,tube,9.65,,,6.4,,914.0,3.2
7380,Thompson,tube,,1313.0,-0.1235,5.7,5.7,625.0,4.0
7381,Thompson,tube,6.89,6049.0,-0.0283,10.3,10.3,794.0,6.4
7382,Janssen,annulus,,5361.0,0.003,,15.9,,2.2
7383,Thompson,,,1329.0,,37.5,37.5,1953.0,3.3
7384,Janssen,,6.89,1519.0,0.1951,8.5,22.3,1829.0,1.5
7385,Thompson,tube,6.89,7554.0,-0.0264,10.3,,,4.2
7386,Weatherhead,tube,,1668.0,,7.7,7.7,457.0,2.7
7387,Thompson,tube,6.89,5859.0,-0.0997,10.3,,,9.3
7388,Thompson,tube,13.79,658.0,-0.1331,7.7,7.7,457.0,9.3
7389,,tube,15.51,2848.0,-0.0252,1.9,1.9,152.0,4.7
7390,Williams,,13.79,4071.0,0.0295,9.5,9.5,,2.7
7391,Thompson,tube,6.89,3580.0,0.0033,10.3,10.3,762.0,4.8
7392,Thompson,tube,13.79,4964.0,0.1131,4.7,4.7,318.0,2.8
7393,Thompson,tube,12.45,542.0,0.1748,19.8,19.8,,2.2
7394,Thompson,tube,13.79,2862.0,-0.0335,,4.7,318.0,11.0
7395,Thompson,tube,10.34,7920.0,,10.3,10.3,762.0,7.9
7396,Thompson,,6.89,2712.0,,,12.8,1930.0,3.5
7397,Thompson,tube,15.51,2387.0,-0.0744,1.9,1.9,696.0,8.3
7398,Thompson,tube,6.89,4299.0,0.0109,,10.3,794.0,4.0
7399,Thompson,tube,,3838.0,,1.9,1.9,696.0,2.5
7400,Thompson,tube,3.45,5249.0,-0.048,5.7,5.7,625.0,5.2
7401,Thompson,tube,6.89,,-0.0105,23.6,,1972.0,4.7
7402,Thompson,tube,13.79,1383.0,0.0027,7.7,7.7,457.0,2.9
7403,Thompson,tube,13.79,4014.0,,4.6,4.6,295.0,7.9
7404,,plate,0.1,1500.0,,15.0,120.0,10.0,14.7
7405,Janssen,annulus,9.65,2292.0,,12.7,42.3,1778.0,2.6
7406,Peskov,tube,10.0,5361.0,-0.0178,,,,4.1
7407,Thompson,tube,13.79,4136.0,-0.0306,4.7,4.7,,5.5
7408,Thompson,tube,0.1,,0.0902,1.0,1.0,51.0,5.5
7409,Janssen,annulus,,1533.0,0.0897,12.7,,2743.0,3.2
7410,Williams,tube,13.79,,0.097,9.5,,1836.0,1.6
7411,Thompson,tube,12.07,2699.0,-0.0229,1.9,1.9,,5.8
7412,Weatherhead,tube,13.79,1736.0,,7.7,7.7,457.0,2.2
7413,Thompson,tube,6.89,7514.0,,10.3,10.3,794.0,4.6
7414,Thompson,tube,15.51,,-0.0045,1.9,1.9,152.0,3.8
7415,Thompson,tube,6.96,2495.0,,22.2,22.2,610.0,3.8
7416,Thompson,tube,3.96,3770.0,0.0876,10.8,10.8,864.0,3.9
7417,Janssen,annulus,4.13,2319.0,0.0052,12.7,38.1,914.0,3.2
7418,Beus,annulus,11.03,1358.0,0.1917,5.6,,2134.0,2.5
7419,Janssen,annulus,6.89,1519.0,,8.5,,2591.0,2.2
7420,,tube,,2875.0,-0.0373,10.0,10.0,,2.9
7421,Beus,annulus,8.27,2731.0,,5.6,15.2,,2.2
7422,Thompson,tube,13.79,3730.0,0.0624,4.6,4.6,295.0,2.7
7423,,,6.89,,,23.6,,610.0,2.4
7424,Thompson,tube,13.79,1980.0,,7.8,7.8,,2.5
7425,Thompson,tube,13.79,6985.0,0.0374,4.7,4.7,318.0,2.8
7426,Janssen,annulus,6.96,2278.0,0.0639,8.5,22.3,2743.0,2.9
7427,Thompson,tube,6.85,2319.0,,,38.1,914.0,1.8
7428,Williams,tube,15.17,,0.0449,9.5,9.5,1836.0,1.8
7429,Williams,tube,13.79,,,9.5,9.5,1836.0,2.2
7430,,tube,6.79,4096.0,-0.0138,10.8,10.8,432.0,4.8
7431,,annulus,8.27,,,5.6,,2134.0,2.4
7432,Janssen,annulus,6.89,1533.0,,,22.3,1829.0,2.2
7433,Thompson,tube,20.68,1217.0,-0.1212,3.6,3.6,76.0,3.4
7434,Janssen,annulus,9.68,5615.0,,12.7,38.1,914.0,4.2
7435,Weatherhead,tube,13.79,1356.0,-0.0276,7.7,7.7,457.0,3.0
7436,Thompson,tube,13.79,913.0,,7.7,7.7,,2.7
7437,Thompson,tube,15.51,2984.0,-0.0443,,1.9,152.0,3.5
7438,Beus,,11.03,1354.0,,5.6,15.2,,2.1
7439,,tube,13.79,678.0,,11.1,11.1,,3.2
7440,Thompson,tube,13.79,3906.0,0.1197,,4.6,295.0,2.1
7441,Thompson,tube,3.45,3947.0,,10.3,10.3,762.0,5.8
7442,Peskov,tube,12.0,1000.0,-0.0187,10.0,10.0,660.0,4.1
7443,Thompson,tube,,2089.0,-0.0595,1.9,1.9,696.0,12.6
7444,,tube,13.79,3947.0,-0.0659,1.9,1.9,696.0,3.6
7445,,tube,6.72,4001.0,-0.0195,10.8,10.8,,10.9
7446,Thompson,,11.03,734.0,,,11.5,914.0,2.3
7447,Thompson,tube,,2984.0,,1.9,1.9,152.0,4.5
7448,Beus,annulus,11.03,2729.0,0.0907,5.6,15.2,,1.4
7449,Thompson,tube,6.89,5425.0,-0.0325,,10.3,,4.8
7450,Thompson,tube,12.07,,,1.9,1.9,152.0,4.7
7451,Thompson,tube,6.79,4069.0,,10.8,10.8,432.0,3.8
7452,Weatherhead,tube,13.79,1994.0,-0.0155,11.1,,,3.5
7453,Thompson,tube,6.89,,,4.7,4.7,,6.4
7454,,,13.79,2916.0,0.0892,7.8,7.8,,2.6
7455,,annulus,6.89,5615.0,0.0045,12.7,38.1,914.0,3.9
7456,Thompson,tube,6.89,3797.0,,10.3,,762.0,3.5
7457,Kossolapov,plate,0.1,1277.0,-0.0434,15.0,120.0,10.0,5.2
7458,Weatherhead,tube,13.79,1356.0,0.1524,7.7,7.7,457.0,1.8
7459,Thompson,tube,,746.0,-0.4505,4.7,4.7,318.0,3.6
7460,Thompson,,6.89,,0.0129,12.8,12.8,,2.0
7461,Peskov,tube,18.0,1682.0,,10.0,,1650.0,2.4
7462,Thompson,tube,,3947.0,0.0874,,10.3,762.0,4.9
7463,Thompson,tube,3.45,3933.0,,10.3,10.3,,5.0
7464,Beus,annulus,,3677.0,0.0225,,15.2,2134.0,1.6
7465,,tube,15.17,4059.0,0.1388,9.5,9.5,1836.0,1.9
7466,Thompson,,13.79,2862.0,0.0073,4.7,4.7,318.0,4.3
7467,Janssen,,,2292.0,,12.7,42.3,1778.0,2.1
7468,Peskov,tube,,1944.0,,,10.0,,6.6
7469,Thompson,,6.89,6157.0,,4.7,4.7,318.0,6.0
7470,Thompson,tube,6.89,,0.0487,23.6,23.6,610.0,3.0
7471,Thompson,,13.79,1021.0,0.0406,7.8,7.8,591.0,3.0
7472,Thompson,tube,6.89,,-0.1036,23.6,,610.0,5.7
7473,Thompson,tube,6.79,,,10.8,10.8,432.0,3.4
7474,Thompson,,,2767.0,-0.1004,3.0,3.0,,2.5
7475,Mortimore,annulus,11.03,2693.0,,5.0,13.3,2134.0,2.9
7476,Thompson,tube,6.72,,0.0424,10.8,10.8,864.0,3.6
7477,Thompson,tube,13.79,4164.0,0.0865,4.7,4.7,,3.3
7478,Peskov,tube,,1617.0,-0.068,10.0,10.0,890.0,3.7
7479,Thompson,,17.24,2889.0,,1.9,1.9,696.0,2.3
7480,Thompson,tube,13.79,,,4.7,4.7,318.0,3.9
7481,,tube,6.89,7500.0,0.0025,12.8,12.8,1930.0,3.2
7482,Thompson,tube,6.83,4069.0,0.1178,10.8,,432.0,2.2
7483,Thompson,tube,18.96,1200.0,-0.1349,10.1,,152.0,1.9
7484,Thompson,,11.0,4069.0,,11.5,11.5,1143.0,2.0
7485,,tube,10.34,7880.0,-0.0569,10.3,,762.0,11.0
7486,Thompson,tube,13.79,4299.0,0.0533,4.7,4.7,318.0,3.0
7487,Thompson,tube,6.89,1912.0,,23.6,23.6,1972.0,2.0
7488,Thompson,,,4069.0,,10.8,10.8,432.0,4.9
7489,Thompson,tube,3.9,3974.0,0.0887,10.8,10.8,432.0,3.9
7490,Thompson,,15.51,4136.0,,1.9,1.9,,4.9
7491,Weatherhead,tube,13.79,932.0,,,7.7,457.0,3.6
7492,Thompson,tube,6.83,4059.0,0.1671,10.8,10.8,1727.0,3.0
7493,Thompson,tube,13.79,1600.0,-0.1756,7.7,7.7,457.0,3.4
7494,Thompson,tube,13.79,1465.0,,7.7,,457.0,1.5
7495,Thompson,tube,,,,10.3,,762.0,6.6
7496,,tube,3.45,4136.0,-0.0077,,3.6,76.0,3.4
7497,Thompson,tube,6.83,4066.0,0.0863,,10.8,1727.0,2.5
7498,Peskov,tube,10.0,1944.0,-0.2306,10.0,10.0,1000.0,4.4
7499,Thompson,tube,13.79,2278.0,0.0129,,7.8,591.0,1.5
7500,Peskov,,16.0,821.0,-0.0514,10.0,10.0,660.0,5.5
7501,Weatherhead,tube,13.79,1899.0,,11.1,11.1,457.0,4.9
7502,Thompson,tube,6.89,6049.0,-0.0931,10.3,10.3,762.0,6.6
7503,Thompson,tube,,3391.0,,4.6,4.6,,2.4
7504,Beus,annulus,13.79,,0.0747,5.6,15.2,2134.0,2.2
7505,Thompson,tube,13.79,2360.0,,7.8,7.8,591.0,2.2
7506,Thompson,tube,11.03,4069.0,0.1946,9.3,9.3,1359.0,1.1
7507,,tube,13.79,,-0.1153,4.7,,318.0,4.1
7508,Thompson,tube,6.89,1912.0,,37.5,37.5,1953.0,3.8
7509,Thompson,tube,,1899.0,0.1086,7.8,7.8,591.0,2.1
7510,,tube,13.79,3648.0,-0.1257,4.7,4.7,318.0,8.0
7511,Thompson,,3.86,3838.0,0.1407,10.8,,864.0,4.4
7512,Thompson,tube,18.96,,-0.2834,,,152.0,1.6
7513,,annulus,6.92,2278.0,,8.5,24.6,1778.0,3.6
7514,Peskov,,,2200.0,,10.0,10.0,1650.0,2.2
7515,,annulus,11.03,1316.0,0.1282,5.6,15.2,2134.0,1.7
7516,Williams,tube,,3662.0,0.1282,,9.5,1836.0,1.0
7517,Thompson,tube,10.34,5900.0,-0.1208,10.3,10.3,,6.5
7518,Thompson,tube,10.34,5940.0,-0.1403,10.3,10.3,762.0,4.5
7519,Thompson,tube,18.96,1994.0,-0.2493,1.9,1.9,457.0,6.7
7520,Janssen,,6.89,1519.0,0.1388,12.7,42.3,1778.0,2.7
7521,Weatherhead,tube,13.79,1994.0,,11.1,11.1,457.0,2.6
7522,Thompson,tube,6.89,5357.0,0.1005,12.8,,1930.0,2.2
7523,Thompson,tube,13.79,2292.0,0.0787,7.8,7.8,591.0,3.3
7524,Richenderfer,plate,0.51,1000.0,0.0103,15.0,120.0,10.0,4.6
7525,Thompson,,,5696.0,-0.0109,,10.3,762.0,6.5
7526,Williams,tube,8.27,2509.0,0.0415,9.5,,1836.0,6.0
7527,Thompson,tube,13.79,4787.0,,4.7,4.7,,6.7
7528,Thompson,tube,3.9,,0.0823,,10.8,432.0,4.0
7529,Weatherhead,tube,13.79,1200.0,,11.1,11.1,457.0,1.8
7530,Thompson,tube,6.89,4964.0,0.0073,4.7,4.7,318.0,5.9
7531,Thompson,tube,13.79,1482.0,,7.7,7.7,457.0,3.0
7532,,annulus,6.92,1533.0,0.0886,8.5,24.6,1778.0,3.7
7533,Thompson,tube,6.96,1926.0,0.1671,5.6,,216.0,7.2
7534,Thompson,tube,6.89,1967.0,0.1144,12.8,12.8,1930.0,2.9
7535,Thompson,tube,13.79,1233.0,0.0886,7.7,7.7,457.0,2.3
7536,Thompson,tube,,4259.0,,4.7,4.7,318.0,3.4
7537,,tube,3.86,4069.0,,10.8,10.8,432.0,5.0
7538,Thompson,,20.68,1214.0,,3.6,3.6,76.0,3.4
7539,Thompson,tube,6.89,3852.0,-0.0808,23.6,23.6,610.0,2.9
7540,,annulus,9.68,,0.0667,12.7,,1778.0,2.1
7541,Weatherhead,tube,13.79,1301.0,,11.1,11.1,,2.9
7542,Peskov,tube,18.0,2875.0,-0.1103,10.0,,,2.0
7543,Mortimore,annulus,8.27,2733.0,,5.0,13.3,2134.0,2.1
7544,Richenderfer,plate,0.51,1000.0,0.0134,15.0,,,4.1
7545,,tube,11.03,4039.0,-0.0093,9.5,,1836.0,2.2
7546,Beus,annulus,11.03,3677.0,0.0253,5.6,,2134.0,2.2
7547,Thompson,tube,,,,23.6,23.6,,5.3
7548,,tube,13.79,1438.0,0.0985,7.8,7.8,,3.8
7549,,tube,6.96,4096.0,,10.8,10.8,432.0,4.3
7550,,,13.79,1339.0,0.0134,7.8,,,2.9
7551,Weatherhead,tube,,1356.0,,7.7,7.7,457.0,1.9
7552,Thompson,tube,6.89,7622.0,0.0051,10.3,10.3,,3.7
7553,Beus,annulus,,,,5.6,15.2,2134.0,1.7
7554,,tube,6.89,1790.0,0.0287,5.6,,432.0,4.2
7555,Thompson,tube,15.51,2495.0,-0.044,1.9,,696.0,2.0
7556,Thompson,tube,15.51,3024.0,-0.0711,1.9,1.9,152.0,3.9
7557,Thompson,,13.79,1246.0,0.0455,7.8,7.8,591.0,2.9
7558,Thompson,tube,6.93,4014.0,0.0049,10.8,,,6.2
7559,Thompson,tube,10.34,,,10.3,10.3,762.0,5.7
7560,Thompson,,,3452.0,0.0491,10.3,10.3,762.0,2.5
7561,Thompson,tube,,4964.0,0.0656,4.7,4.7,318.0,2.9
7562,Thompson,tube,,666.0,,7.7,7.7,457.0,5.4
7563,Thompson,tube,,4069.0,0.0043,10.8,10.8,864.0,4.0
7564,,tube,,2034.0,,11.1,11.1,457.0,1.8
7565,Beus,annulus,15.51,2729.0,0.1015,,15.2,2134.0,2.1
7566,Thompson,tube,12.07,3201.0,-0.0198,,1.9,,6.2
7567,Thompson,tube,10.34,,,,10.3,,5.0
7568,,,0.1,1000.0,-0.0193,15.0,120.0,10.0,3.6
7569,Thompson,tube,6.83,4069.0,-0.0195,,10.8,432.0,4.9
7570,,tube,13.79,3784.0,,4.7,4.7,,1.9
7571,Janssen,annulus,9.68,5361.0,0.0329,6.4,15.9,,2.1
7572,Thompson,tube,8.27,1492.0,-0.0918,3.6,3.6,150.0,3.2
7573,Thompson,tube,12.0,4028.0,0.0311,10.0,10.0,1650.0,4.6
7574,Thompson,tube,10.34,5940.0,,10.3,10.3,762.0,4.0
7575,Janssen,annulus,4.13,1519.0,0.0479,,,1778.0,2.0
7576,Peskov,tube,,2439.0,,10.0,10.0,1650.0,3.0
7577,Thompson,tube,13.79,1356.0,0.0406,7.7,7.7,,2.3
7578,Thompson,tube,15.51,3024.0,,1.9,1.9,696.0,2.6
7579,Thompson,tube,15.51,3024.0,0.0412,,1.9,152.0,4.3
7580,Janssen,annulus,6.89,,,12.7,38.1,914.0,2.5
7581,Thompson,tube,6.89,3811.0,0.0363,5.6,5.6,216.0,5.2
7582,Beus,annulus,11.03,2730.0,0.0847,5.6,15.2,2134.0,3.8
7583,,tube,6.86,4150.0,0.0101,5.6,5.6,432.0,2.2
7584,Thompson,tube,15.51,4136.0,,,1.9,,3.9
7585,Thompson,tube,13.79,4448.0,-0.0442,4.7,4.7,305.0,4.9
7586,,tube,6.89,,-0.0089,10.3,10.3,762.0,4.2
7587,Thompson,,6.89,1339.0,,,37.5,,2.9
7588,,tube,13.79,881.0,-0.3155,,,591.0,3.4
7589,Thompson,tube,13.79,4855.0,0.0922,4.6,4.6,295.0,3.9
7590,Beus,annulus,13.79,,-0.0185,,15.2,2134.0,2.2
7591,,tube,13.79,,,7.7,7.7,457.0,3.6
7592,Richenderfer,,0.1,791.0,-0.0187,15.0,120.0,10.0,5.7
7593,Thompson,tube,6.79,5357.0,-0.0123,23.5,23.5,610.0,3.9
7594,Thompson,tube,6.89,5967.0,0.0376,4.7,4.7,318.0,5.3
7595,Williams,tube,13.79,4092.0,-0.1124,9.5,9.5,1836.0,6.8
7596,Thompson,tube,,,,10.3,10.3,762.0,4.4
7597,Thompson,tube,6.89,4069.0,,10.8,,432.0,4.8
7598,Thompson,tube,,1316.0,,5.6,,432.0,4.6
7599,Thompson,tube,6.86,4096.0,0.0902,10.8,10.8,864.0,2.3
7600,Thompson,tube,13.79,,,4.6,4.6,152.0,2.5
7601,Thompson,tube,3.9,,,10.8,10.8,432.0,5.4
7602,Thompson,tube,6.89,1912.0,-0.0166,,12.8,,4.5
7603,Peskov,,18.0,912.0,-0.1005,,10.0,1300.0,2.8
7604,Thompson,,,2278.0,0.0196,7.8,,,2.4
7605,Thompson,tube,12.07,2089.0,-0.0571,1.9,1.9,696.0,2.5
7606,,tube,3.45,,0.0867,10.3,10.3,,7.3
7607,Thompson,,6.89,5845.0,,,10.3,762.0,5.5
7608,Weatherhead,tube,13.79,1356.0,-0.0204,7.7,7.7,,2.1
7609,Thompson,tube,,5533.0,,4.7,4.7,318.0,3.6
7610,Janssen,annulus,6.96,388.0,0.0063,22.2,96.3,1778.0,10.6
7611,Thompson,tube,,7880.0,-0.0071,10.3,10.3,762.0,7.3
7612,,tube,17.24,3608.0,,,1.9,152.0,8.0
7613,Janssen,annulus,6.92,3079.0,0.0438,4.6,11.3,,3.8
7614,,tube,6.86,1763.0,0.0015,10.8,10.8,432.0,3.5
7615,Williams,tube,13.79,,,10.8,10.8,1836.0,1.4
7616,Janssen,annulus,5.51,1519.0,0.1272,,42.3,1778.0,3.2
7617,Thompson,tube,,6157.0,-0.1802,4.7,,318.0,6.8
7618,Thompson,tube,13.79,4774.0,-0.0805,4.7,4.7,318.0,4.3
7619,Thompson,tube,6.89,,0.0823,,10.8,432.0,4.9
7620,Janssen,annulus,6.92,1533.0,,8.5,,1829.0,3.8
7621,,tube,3.86,,0.0868,5.6,5.6,432.0,4.2
7622,,tube,,,0.0208,7.7,7.7,457.0,2.3
7623,Thompson,tube,6.86,4069.0,-0.024,10.8,10.8,432.0,5.9
7624,Thompson,tube,6.89,5859.0,-0.0574,10.3,10.3,794.0,3.6
7625,,tube,6.89,1872.0,-0.0218,4.7,,318.0,5.2
7626,Thompson,tube,13.79,678.0,0.0682,4.7,4.7,305.0,2.3
